#reqtime=1732322987.962,2024-11-23 00:49:47.962,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=189&dataTypes.0=990.3586812447757&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,KOSM_east,KOSM_north,KOSM_up
1276776000.000,2010-06-17 12:00:00,        -0.186316,         0.135836,         0.094277
1276862400.000,2010-06-18 12:00:00,        -0.186990,         0.134388,         0.103501
1276948800.000,2010-06-19 12:00:00,        -0.186979,         0.135674,         0.113216
1277035200.000,2010-06-20 12:00:00,        -0.184253,         0.133716,         0.113264
1277121600.000,2010-06-21 12:00:00,        -0.185536,         0.133716,         0.122232
1277208000.000,2010-06-22 12:00:00,        -0.186728,         0.130617,         0.119049
1277294400.000,2010-06-23 12:00:00,        -0.186463,         0.129016,         0.099714
1277380800.000,2010-06-24 12:00:00,        -0.185886,         0.132402,         0.108895
1277467200.000,2010-06-25 12:00:00,        -0.184680,         0.133480,         0.098159
1277553600.000,2010-06-26 12:00:00,        -0.189868,         0.129786,         0.113169
1277640000.000,2010-06-27 12:00:00,        -0.184938,         0.128081,         0.111957
1277726400.000,2010-06-28 12:00:00,        -0.185718,         0.131983,         0.117163
1277812800.000,2010-06-29 12:00:00,        -0.184580,         0.133215,         0.102992
1277899200.000,2010-06-30 12:00:00,        -0.185654,         0.135936,         0.110039
1277985600.000,2010-07-01 12:00:00,        -0.185527,         0.135379,         0.096032
1278072000.000,2010-07-02 12:00:00,        -0.185165,         0.135605,         0.108458
1278158400.000,2010-07-03 12:00:00,        -0.187089,         0.129050,         0.096302
1278244800.000,2010-07-04 12:00:00,        -0.182767,         0.132247,         0.114807
1278331200.000,2010-07-05 12:00:00,        -0.184658,         0.132938,         0.104492
1278417600.000,2010-07-06 12:00:00,        -0.185957,         0.132822,         0.106046
1278504000.000,2010-07-07 12:00:00,        -0.183964,         0.129952,         0.102258
1278590400.000,2010-07-08 12:00:00,        -0.184365,         0.130777,         0.119166
1278676800.000,2010-07-09 12:00:00,        -0.180967,         0.131830,         0.114477
1278763200.000,2010-07-10 12:00:00,        -0.182469,         0.131058,         0.108102
1278849600.000,2010-07-11 12:00:00,        -0.185012,         0.129325,         0.124458
1278936000.000,2010-07-12 12:00:00,        -0.183280,         0.131171,         0.118560
1279022400.000,2010-07-13 12:00:00,        -0.183886,         0.132697,         0.120979
1279108800.000,2010-07-14 12:00:00,        -0.184028,         0.132443,         0.114423
1279195200.000,2010-07-15 12:00:00,        -0.182730,         0.131513,         0.115729
1279281600.000,2010-07-16 12:00:00,        -0.182940,         0.130951,         0.120509
1279368000.000,2010-07-17 12:00:00,        -0.178770,         0.135564,         0.108350
1279454400.000,2010-07-18 12:00:00,        -0.180720,         0.130146,         0.116062
1279540800.000,2010-07-19 12:00:00,        -0.184187,         0.132369,         0.122352
1279627200.000,2010-07-20 12:00:00,        -0.183725,         0.132361,         0.106399
1279713600.000,2010-07-21 12:00:00,        -0.181974,         0.128134,         0.117670
1279800000.000,2010-07-22 12:00:00,        -0.185843,         0.128535,         0.103280
1279886400.000,2010-07-23 12:00:00,        -0.183763,         0.127016,         0.122219
1279972800.000,2010-07-24 12:00:00,        -0.181954,         0.131057,         0.114084
1280059200.000,2010-07-25 12:00:00,        -0.183237,         0.129859,         0.112574
1280145600.000,2010-07-26 12:00:00,        -0.177160,         0.127722,         0.117578
1280232000.000,2010-07-27 12:00:00,        -0.183825,         0.129283,         0.116035
1280318400.000,2010-07-28 12:00:00,        -0.180745,         0.127615,         0.112746
1280404800.000,2010-07-29 12:00:00,        -0.174985,         0.133408,         0.095364
1280491200.000,2010-07-30 12:00:00,        -0.182986,         0.129678,         0.113356
1280577600.000,2010-07-31 12:00:00,        -0.182660,         0.131591,         0.109827
1280664000.000,2010-08-01 12:00:00,        -0.188756,         0.127025,         0.118761
1280750400.000,2010-08-02 12:00:00,        -0.184223,         0.126133,         0.104233
1280836800.000,2010-08-03 12:00:00,        -0.180395,         0.130733,         0.101696
1280923200.000,2010-08-04 12:00:00,        -0.182996,         0.127979,         0.112560
1281009600.000,2010-08-05 12:00:00,        -0.183007,         0.129665,         0.118729
1281096000.000,2010-08-06 12:00:00,        -0.181179,         0.128943,         0.116349
1281182400.000,2010-08-07 12:00:00,        -0.180579,         0.129275,         0.108830
1281268800.000,2010-08-08 12:00:00,        -0.179687,         0.129721,         0.109267
1281355200.000,2010-08-09 12:00:00,        -0.180882,         0.129938,         0.110423
1281441600.000,2010-08-10 12:00:00,        -0.182648,         0.131072,         0.102355
1281528000.000,2010-08-11 12:00:00,        -0.182134,         0.130970,         0.110106
1281614400.000,2010-08-12 12:00:00,        -0.182754,         0.130931,         0.100226
1281700800.000,2010-08-13 12:00:00,        -0.179778,         0.132382,         0.093189
1281787200.000,2010-08-14 12:00:00,        -0.175955,         0.132583,         0.117810
1281873600.000,2010-08-15 12:00:00,        -0.179666,         0.129279,         0.108306
1281960000.000,2010-08-16 12:00:00,        -0.181991,         0.129005,         0.112522
1282046400.000,2010-08-17 12:00:00,        -0.180999,         0.129481,         0.112447
1282132800.000,2010-08-18 12:00:00,        -0.178496,         0.127183,         0.112568
1282219200.000,2010-08-19 12:00:00,        -0.177445,         0.128563,         0.109476
1282305600.000,2010-08-20 12:00:00,        -0.176831,         0.130593,         0.105895
1282392000.000,2010-08-21 12:00:00,        -0.178629,         0.133918,         0.106451
1282478400.000,2010-08-22 12:00:00,        -0.176416,         0.131291,         0.104551
1282564800.000,2010-08-23 12:00:00,        -0.177589,         0.131043,         0.103155
1282651200.000,2010-08-24 12:00:00,        -0.179506,         0.130511,         0.102691
1282737600.000,2010-08-25 12:00:00,        -0.178107,         0.127949,         0.106329
1282824000.000,2010-08-26 12:00:00,        -0.177725,         0.131454,         0.097397
1282910400.000,2010-08-27 12:00:00,        -0.176014,         0.134835,         0.105591
1282996800.000,2010-08-28 12:00:00,        -0.180927,         0.128554,         0.105098
1283083200.000,2010-08-29 12:00:00,        -0.178954,         0.128960,         0.119840
1283169600.000,2010-08-30 12:00:00,        -0.180653,         0.124701,         0.118702
1283256000.000,2010-08-31 12:00:00,        -0.179352,         0.130292,         0.105989
1283342400.000,2010-09-01 12:00:00,        -0.182575,         0.126305,         0.113383
1283428800.000,2010-09-02 12:00:00,        -0.179365,         0.126670,         0.117453
1283515200.000,2010-09-03 12:00:00,        -0.179429,         0.132982,         0.109227
1283601600.000,2010-09-04 12:00:00,        -0.177640,         0.124514,         0.096990
1283688000.000,2010-09-05 12:00:00,        -0.175598,         0.130216,         0.102983
1283774400.000,2010-09-06 12:00:00,        -0.179523,         0.131161,         0.114616
1283860800.000,2010-09-07 12:00:00,        -0.180169,         0.130144,         0.107423
1283947200.000,2010-09-08 12:00:00,        -0.177717,         0.128858,         0.111847
1284033600.000,2010-09-09 12:00:00,        -0.178310,         0.129345,         0.107268
1284120000.000,2010-09-10 12:00:00,        -0.179712,         0.125795,         0.115417
1284206400.000,2010-09-11 12:00:00,        -0.179953,         0.128678,         0.104472
1284292800.000,2010-09-12 12:00:00,        -0.179055,         0.127916,         0.112654
1284379200.000,2010-09-13 12:00:00,        -0.180816,         0.128035,         0.111009
1284465600.000,2010-09-14 12:00:00,        -0.179562,         0.126848,         0.120849
1284552000.000,2010-09-15 12:00:00,        -0.177943,         0.128341,         0.105423
1284638400.000,2010-09-16 12:00:00,        -0.178140,         0.126649,         0.097606
1284724800.000,2010-09-17 12:00:00,        -0.180475,         0.124918,         0.114511
1284811200.000,2010-09-18 12:00:00,        -0.174926,         0.129105,         0.104823
1284897600.000,2010-09-19 12:00:00,        -0.178756,         0.128660,         0.106424
1284984000.000,2010-09-20 12:00:00,        -0.169352,         0.133577,         0.109685
1285070400.000,2010-09-21 12:00:00,        -0.180985,         0.127408,         0.125076
1285156800.000,2010-09-22 12:00:00,        -0.180218,         0.126686,         0.113311
1285243200.000,2010-09-23 12:00:00,        -0.179694,         0.126904,         0.108150
1285329600.000,2010-09-24 12:00:00,        -0.178679,         0.125137,         0.101368
1285416000.000,2010-09-25 12:00:00,        -0.175294,         0.129548,         0.100356
1285502400.000,2010-09-26 12:00:00,        -0.174517,         0.128101,         0.108386
1285588800.000,2010-09-27 12:00:00,        -0.177735,         0.125149,         0.110073
1285675200.000,2010-09-28 12:00:00,        -0.176797,         0.124889,         0.109080
1285761600.000,2010-09-29 12:00:00,        -0.179944,         0.125410,         0.117182
1285848000.000,2010-09-30 12:00:00,        -0.178673,         0.124159,         0.113247
1285934400.000,2010-10-01 12:00:00,        -0.176909,         0.125749,         0.110719
1286020800.000,2010-10-02 12:00:00,        -0.177926,         0.126455,         0.114067
1286107200.000,2010-10-03 12:00:00,        -0.174494,         0.127878,         0.108873
1286193600.000,2010-10-04 12:00:00,        -0.176123,         0.125944,         0.108647
1286280000.000,2010-10-05 12:00:00,        -0.175809,         0.127477,         0.102952
1286366400.000,2010-10-06 12:00:00,        -0.178102,         0.126846,         0.110150
1286452800.000,2010-10-07 12:00:00,        -0.177432,         0.126940,         0.108150
1286539200.000,2010-10-08 12:00:00,        -0.179051,         0.126867,         0.107372
1286625600.000,2010-10-09 12:00:00,        -0.177481,         0.124500,         0.103171
1286712000.000,2010-10-10 12:00:00,        -0.174664,         0.126766,         0.105823
1286798400.000,2010-10-11 12:00:00,        -0.177784,         0.129122,         0.100574
1286884800.000,2010-10-12 12:00:00,        -0.180259,         0.127191,         0.107564
1286971200.000,2010-10-13 12:00:00,        -0.178570,         0.125600,         0.100828
1287057600.000,2010-10-14 12:00:00,        -0.179308,         0.125729,         0.097299
1287144000.000,2010-10-15 12:00:00,        -0.176292,         0.126393,         0.112207
1287230400.000,2010-10-16 12:00:00,        -0.174829,         0.127445,         0.115494
1287316800.000,2010-10-17 12:00:00,        -0.178683,         0.124820,         0.101397
1287403200.000,2010-10-18 12:00:00,        -0.178686,         0.125419,         0.099700
1287489600.000,2010-10-19 12:00:00,        -0.178878,         0.124898,         0.101197
1287576000.000,2010-10-20 12:00:00,        -0.177221,         0.126368,         0.126667
1287662400.000,2010-10-21 12:00:00,        -0.169944,         0.123760,         0.112506
1287748800.000,2010-10-22 12:00:00,        -0.174590,         0.124412,         0.104933
1287835200.000,2010-10-23 12:00:00,        -0.176736,         0.122739,         0.107243
1287921600.000,2010-10-24 12:00:00,        -0.176007,         0.125857,         0.103902
1288008000.000,2010-10-25 12:00:00,        -0.171272,         0.125721,         0.082790
1288094400.000,2010-10-26 12:00:00,        -0.175050,         0.121573,         0.114657
1288180800.000,2010-10-27 12:00:00,        -0.173235,         0.126468,         0.094761
1288267200.000,2010-10-28 12:00:00,        -0.170582,         0.128235,         0.113365
1288353600.000,2010-10-29 12:00:00,        -0.175485,         0.124338,         0.096689
1288440000.000,2010-10-30 12:00:00,        -0.172365,         0.127834,         0.113635
1288526400.000,2010-10-31 12:00:00,        -0.174758,         0.125937,         0.107611
1288612800.000,2010-11-01 12:00:00,        -0.175489,         0.126141,         0.105540
1288699200.000,2010-11-02 12:00:00,        -0.175768,         0.124369,         0.107373
1288785600.000,2010-11-03 12:00:00,        -0.177521,         0.125332,         0.105926
1288872000.000,2010-11-04 12:00:00,        -0.173100,         0.128047,         0.105120
1288958400.000,2010-11-05 12:00:00,        -0.174182,         0.127694,         0.096639
1289044800.000,2010-11-06 12:00:00,        -0.170979,         0.126296,         0.101323
1289131200.000,2010-11-07 12:00:00,        -0.174136,         0.123407,         0.103521
1289217600.000,2010-11-08 12:00:00,        -0.171564,         0.126207,         0.092601
1289304000.000,2010-11-09 12:00:00,        -0.175653,         0.124519,         0.104573
1289390400.000,2010-11-10 12:00:00,        -0.177827,         0.121130,         0.110112
1289476800.000,2010-11-11 12:00:00,        -0.172908,         0.125140,         0.115532
1289563200.000,2010-11-12 12:00:00,        -0.175165,         0.127831,         0.097298
1289649600.000,2010-11-13 12:00:00,        -0.173261,         0.127709,         0.091770
1289736000.000,2010-11-14 12:00:00,        -0.170756,         0.124032,         0.085959
1289822400.000,2010-11-15 12:00:00,        -0.175799,         0.130312,         0.103775
1289908800.000,2010-11-16 12:00:00,        -0.171956,         0.123058,         0.103944
1289995200.000,2010-11-17 12:00:00,        -0.172915,         0.118999,         0.099511
1290081600.000,2010-11-18 12:00:00,        -0.173426,         0.124742,         0.095594
1290168000.000,2010-11-19 12:00:00,        -0.171015,         0.125324,         0.095059
1290254400.000,2010-11-20 12:00:00,        -0.173135,         0.121764,         0.100216
1290340800.000,2010-11-21 12:00:00,        -0.175173,         0.120883,         0.100794
1290427200.000,2010-11-22 12:00:00,        -0.175098,         0.123630,         0.100320
1290513600.000,2010-11-23 12:00:00,        -0.175539,         0.122241,         0.107644
1290600000.000,2010-11-24 12:00:00,        -0.173812,         0.125442,         0.105768
1290686400.000,2010-11-25 12:00:00,        -0.167553,         0.124208,         0.112913
1290772800.000,2010-11-26 12:00:00,        -0.174366,         0.128189,         0.110755
1290859200.000,2010-11-27 12:00:00,        -0.168846,         0.125725,         0.098387
1290945600.000,2010-11-28 12:00:00,        -0.172039,         0.121558,         0.106361
1291032000.000,2010-11-29 12:00:00,        -0.175221,         0.124292,         0.095257
1291118400.000,2010-11-30 12:00:00,        -0.172732,         0.121984,         0.106761
1291204800.000,2010-12-01 12:00:00,        -0.170766,         0.121370,         0.099292
1291291200.000,2010-12-02 12:00:00,        -0.177161,         0.121818,         0.093648
1291377600.000,2010-12-03 12:00:00,        -0.175941,         0.122286,         0.119416
1291464000.000,2010-12-04 12:00:00,        -0.179209,         0.117964,         0.105542
1291550400.000,2010-12-05 12:00:00,        -0.174263,         0.120938,         0.100063
1291636800.000,2010-12-06 12:00:00,        -0.173263,         0.120382,         0.103145
1291723200.000,2010-12-07 12:00:00,        -0.172453,         0.119972,         0.099170
1291809600.000,2010-12-08 12:00:00,        -0.173823,         0.121353,         0.098405
1291896000.000,2010-12-09 12:00:00,        -0.172140,         0.121545,         0.091985
1291982400.000,2010-12-10 12:00:00,        -0.173907,         0.123130,         0.098667
1292068800.000,2010-12-11 12:00:00,        -0.173172,         0.121751,         0.098608
1292155200.000,2010-12-12 12:00:00,        -0.173341,         0.123326,         0.104704
1292241600.000,2010-12-13 12:00:00,        -0.173204,         0.121517,         0.103916
1292328000.000,2010-12-14 12:00:00,        -0.171999,         0.121299,         0.104430
1292414400.000,2010-12-15 12:00:00,        -0.171173,         0.120530,         0.103984
1292500800.000,2010-12-16 12:00:00,        -0.173012,         0.122066,         0.103555
1292587200.000,2010-12-17 12:00:00,        -0.172587,         0.119874,         0.102385
1292673600.000,2010-12-18 12:00:00,        -0.172522,         0.120473,         0.101456
1292760000.000,2010-12-19 12:00:00,        -0.171383,         0.120749,         0.101247
1292846400.000,2010-12-20 12:00:00,        -0.171940,         0.121140,         0.100891
1292932800.000,2010-12-21 12:00:00,        -0.172673,         0.120894,         0.103820
1293019200.000,2010-12-22 12:00:00,        -0.173735,         0.121323,         0.108976
1293105600.000,2010-12-23 12:00:00,        -0.170940,         0.118325,         0.106772
1293192000.000,2010-12-24 12:00:00,        -0.174190,         0.118556,         0.107456
1293278400.000,2010-12-25 12:00:00,        -0.173000,         0.124665,         0.108219
1293364800.000,2010-12-26 12:00:00,        -0.173045,         0.123315,         0.104556
1293451200.000,2010-12-27 12:00:00,        -0.171775,         0.119747,         0.111783
1293537600.000,2010-12-28 12:00:00,        -0.170575,         0.120442,         0.113173
1293624000.000,2010-12-29 12:00:00,        -0.171916,         0.120012,         0.100180
1293710400.000,2010-12-30 12:00:00,        -0.172846,         0.120086,         0.111624
1293796800.000,2010-12-31 12:00:00,        -0.171530,         0.121206,         0.106314
1293883200.000,2011-01-01 12:00:00,        -0.172597,         0.119305,         0.104662
1293969600.000,2011-01-02 12:00:00,        -0.171632,         0.120391,         0.101286
1294056000.000,2011-01-03 12:00:00,        -0.171686,         0.118953,         0.091331
1294142400.000,2011-01-04 12:00:00,        -0.164875,         0.120850,         0.092588
1294228800.000,2011-01-05 12:00:00,        -0.170045,         0.119342,         0.088191
1294315200.000,2011-01-06 12:00:00,        -0.168814,         0.120670,         0.105139
1294401600.000,2011-01-07 12:00:00,        -0.168724,         0.120293,         0.104517
1294488000.000,2011-01-08 12:00:00,        -0.172136,         0.119637,         0.096546
1294574400.000,2011-01-09 12:00:00,        -0.169081,         0.114788,         0.108573
1294660800.000,2011-01-10 12:00:00,        -0.172185,         0.117189,         0.098429
1294747200.000,2011-01-11 12:00:00,        -0.170292,         0.121959,         0.106217
1294833600.000,2011-01-12 12:00:00,        -0.175252,         0.120727,         0.113996
1294920000.000,2011-01-13 12:00:00,        -0.174190,         0.120248,         0.094979
1295006400.000,2011-01-14 12:00:00,        -0.169650,         0.115548,         0.108607
1295092800.000,2011-01-15 12:00:00,        -0.173139,         0.116303,         0.104361
1295179200.000,2011-01-16 12:00:00,        -0.171611,         0.117027,         0.103036
1295265600.000,2011-01-17 12:00:00,        -0.171603,         0.120208,         0.087008
1295352000.000,2011-01-18 12:00:00,        -0.170880,         0.117521,         0.102048
1295438400.000,2011-01-19 12:00:00,        -0.172547,         0.118586,         0.108649
1295524800.000,2011-01-20 12:00:00,        -0.168033,         0.116436,         0.106599
1295611200.000,2011-01-21 12:00:00,        -0.170662,         0.118550,         0.090958
1295697600.000,2011-01-22 12:00:00,        -0.172050,         0.117810,         0.097391
1295784000.000,2011-01-23 12:00:00,        -0.170716,         0.116633,         0.094204
1295870400.000,2011-01-24 12:00:00,        -0.171097,         0.120794,         0.099800
1295956800.000,2011-01-25 12:00:00,        -0.173401,         0.118138,         0.101341
1296043200.000,2011-01-26 12:00:00,        -0.173420,         0.116982,         0.101540
1296129600.000,2011-01-27 12:00:00,        -0.174241,         0.117239,         0.084910
1296216000.000,2011-01-28 12:00:00,        -0.170595,         0.116496,         0.094893
1296302400.000,2011-01-29 12:00:00,        -0.169830,         0.116811,         0.102812
1296388800.000,2011-01-30 12:00:00,        -0.173210,         0.116048,         0.098578
1296475200.000,2011-01-31 12:00:00,        -0.172499,         0.118003,         0.101391
1296561600.000,2011-02-01 12:00:00,        -0.173426,         0.116096,         0.092963
1296648000.000,2011-02-02 12:00:00,        -0.171279,         0.117996,         0.092941
1296734400.000,2011-02-03 12:00:00,        -0.169869,         0.117864,         0.098491
1296820800.000,2011-02-04 12:00:00,        -0.168685,         0.115913,         0.111265
1296907200.000,2011-02-05 12:00:00,        -0.170010,         0.114338,         0.105097
1296993600.000,2011-02-06 12:00:00,        -0.170938,         0.113085,         0.102646
1297080000.000,2011-02-07 12:00:00,        -0.171613,         0.116122,         0.099447
1297166400.000,2011-02-08 12:00:00,        -0.170770,         0.118504,         0.100223
1297252800.000,2011-02-09 12:00:00,        -0.169272,         0.117265,         0.099414
1297339200.000,2011-02-10 12:00:00,        -0.171837,         0.113604,         0.100337
1297425600.000,2011-02-11 12:00:00,        -0.173223,         0.109632,         0.104948
1297512000.000,2011-02-12 12:00:00,        -0.169357,         0.114306,         0.106221
1297598400.000,2011-02-13 12:00:00,        -0.173925,         0.110943,         0.109262
1297684800.000,2011-02-14 12:00:00,        -0.175155,         0.112647,         0.097807
1297771200.000,2011-02-15 12:00:00,        -0.169452,         0.113565,         0.105438
1297857600.000,2011-02-16 12:00:00,        -0.170219,         0.112792,         0.109702
1297944000.000,2011-02-17 12:00:00,        -0.169825,         0.114469,         0.110993
1298030400.000,2011-02-18 12:00:00,        -0.172160,         0.111315,         0.097437
1298116800.000,2011-02-19 12:00:00,        -0.172440,         0.115915,         0.100912
1298203200.000,2011-02-20 12:00:00,        -0.170593,         0.113448,         0.099832
1298289600.000,2011-02-21 12:00:00,        -0.170620,         0.113414,         0.099637
1298376000.000,2011-02-22 12:00:00,        -0.169175,         0.116013,         0.101531
1298462400.000,2011-02-23 12:00:00,        -0.170863,         0.111776,         0.110881
1298548800.000,2011-02-24 12:00:00,        -0.170852,         0.113361,         0.102108
1298635200.000,2011-02-25 12:00:00,        -0.171116,         0.112185,         0.101530
1298721600.000,2011-02-26 12:00:00,        -0.173311,         0.114742,         0.093930
1298808000.000,2011-02-27 12:00:00,        -0.170534,         0.110895,         0.094275
1298894400.000,2011-02-28 12:00:00,        -0.173507,         0.109193,         0.095792
1298980800.000,2011-03-01 12:00:00,        -0.176198,         0.113188,         0.097277
1299067200.000,2011-03-02 12:00:00,        -0.176481,         0.110917,         0.093142
1299153600.000,2011-03-03 12:00:00,        -0.174364,         0.111319,         0.092894
1299240000.000,2011-03-04 12:00:00,        -0.172657,         0.109471,         0.096771
1299326400.000,2011-03-05 12:00:00,        -0.169089,         0.102429,         0.109208
1299412800.000,2011-03-06 12:00:00,        -0.168384,         0.114613,         0.105910
1299499200.000,2011-03-07 12:00:00,        -0.169528,         0.116766,         0.093125
1299585600.000,2011-03-08 12:00:00,        -0.161353,         0.119447,         0.098304
1299672000.000,2011-03-09 12:00:00,        -0.163857,         0.119852,         0.098003
1299758400.000,2011-03-10 12:00:00,        -0.168068,         0.120762,         0.104959
1299931200.000,2011-03-12 12:00:00,        -0.164618,         0.120602,         0.097797
1300017600.000,2011-03-13 12:00:00,        -0.163613,         0.118596,         0.104874
1300104000.000,2011-03-14 12:00:00,        -0.162784,         0.119702,         0.098755
1300190400.000,2011-03-15 12:00:00,        -0.162605,         0.118841,         0.093332
1300276800.000,2011-03-16 12:00:00,        -0.159979,         0.128124,         0.090953
1300363200.000,2011-03-17 12:00:00,        -0.163387,         0.117216,         0.086987
1300449600.000,2011-03-18 12:00:00,        -0.161519,         0.120153,         0.084568
1300536000.000,2011-03-19 12:00:00,        -0.157250,         0.120617,         0.093072
1300622400.000,2011-03-20 12:00:00,        -0.159772,         0.121671,         0.105428
1300708800.000,2011-03-21 12:00:00,        -0.161020,         0.119694,         0.093580
1300795200.000,2011-03-22 12:00:00,        -0.158684,         0.118464,         0.109451
1300881600.000,2011-03-23 12:00:00,        -0.157441,         0.121007,         0.093478
1300968000.000,2011-03-24 12:00:00,        -0.159714,         0.119054,         0.097057
1301054400.000,2011-03-25 12:00:00,        -0.161549,         0.121592,         0.091595
1301140800.000,2011-03-26 12:00:00,        -0.158104,         0.123534,         0.097106
1301227200.000,2011-03-27 12:00:00,        -0.162356,         0.117715,         0.090816
1301313600.000,2011-03-28 12:00:00,        -0.160009,         0.119937,         0.107857
1301400000.000,2011-03-29 12:00:00,        -0.165685,         0.122609,         0.088461
1301486400.000,2011-03-30 12:00:00,        -0.160890,         0.121262,         0.103612
1301572800.000,2011-03-31 12:00:00,        -0.162670,         0.118550,         0.086779
1301659200.000,2011-04-01 12:00:00,        -0.163197,         0.118826,         0.092083
1301745600.000,2011-04-02 12:00:00,        -0.159002,         0.121439,         0.098590
1301832000.000,2011-04-03 12:00:00,        -0.163327,         0.119341,         0.094031
1301918400.000,2011-04-04 12:00:00,        -0.161181,         0.118769,         0.093736
1302004800.000,2011-04-05 12:00:00,        -0.159698,         0.117333,         0.091767
1302091200.000,2011-04-06 12:00:00,        -0.157599,         0.115150,         0.092071
1302177600.000,2011-04-07 12:00:00,        -0.160284,         0.117121,         0.099599
1302264000.000,2011-04-08 12:00:00,        -0.161315,         0.116397,         0.092766
1302350400.000,2011-04-09 12:00:00,        -0.160496,         0.116426,         0.102765
1302436800.000,2011-04-10 12:00:00,        -0.158187,         0.118998,         0.095709
1302523200.000,2011-04-11 12:00:00,        -0.161275,         0.118237,         0.094484
1302609600.000,2011-04-12 12:00:00,        -0.157508,         0.119461,         0.089453
1302696000.000,2011-04-13 12:00:00,        -0.159512,         0.118069,         0.095036
1302782400.000,2011-04-14 12:00:00,        -0.161192,         0.117168,         0.085497
1302868800.000,2011-04-15 12:00:00,        -0.159789,         0.118964,         0.089354
1302955200.000,2011-04-16 12:00:00,        -0.161165,         0.118716,         0.095873
1303041600.000,2011-04-17 12:00:00,        -0.161615,         0.117906,         0.098337
1303128000.000,2011-04-18 12:00:00,        -0.164315,         0.117154,         0.081584
1303300800.000,2011-04-20 12:00:00,        -0.160442,         0.115496,         0.095310
1303387200.000,2011-04-21 12:00:00,        -0.159819,         0.113975,         0.097490
1303473600.000,2011-04-22 12:00:00,        -0.160955,         0.117490,         0.097816
1303560000.000,2011-04-23 12:00:00,        -0.160682,         0.116615,         0.096444
1303646400.000,2011-04-24 12:00:00,        -0.158252,         0.117783,         0.102230
1303732800.000,2011-04-25 12:00:00,        -0.158377,         0.114636,         0.093086
1303819200.000,2011-04-26 12:00:00,        -0.159664,         0.113164,         0.101385
1303905600.000,2011-04-27 12:00:00,        -0.160334,         0.119264,         0.093431
1303992000.000,2011-04-28 12:00:00,        -0.158600,         0.117206,         0.096098
1304078400.000,2011-04-29 12:00:00,        -0.159053,         0.116694,         0.095913
1304164800.000,2011-04-30 12:00:00,        -0.161258,         0.117524,         0.074157
1304251200.000,2011-05-01 12:00:00,        -0.159879,         0.114689,         0.084949
1304337600.000,2011-05-02 12:00:00,        -0.159662,         0.115482,         0.083935
1304424000.000,2011-05-03 12:00:00,        -0.159603,         0.117208,         0.098194
1304510400.000,2011-05-04 12:00:00,        -0.161111,         0.117891,         0.097361
1304596800.000,2011-05-05 12:00:00,        -0.158573,         0.115854,         0.102776
1304683200.000,2011-05-06 12:00:00,        -0.160332,         0.115994,         0.105621
1304769600.000,2011-05-07 12:00:00,        -0.160590,         0.115191,         0.099869
1304856000.000,2011-05-08 12:00:00,        -0.160508,         0.114010,         0.093548
1304942400.000,2011-05-09 12:00:00,        -0.159008,         0.114698,         0.091432
1305028800.000,2011-05-10 12:00:00,        -0.160230,         0.115808,         0.091642
1305115200.000,2011-05-11 12:00:00,        -0.159223,         0.114358,         0.092001
1305201600.000,2011-05-12 12:00:00,        -0.161266,         0.116324,         0.089445
1305288000.000,2011-05-13 12:00:00,        -0.161027,         0.115703,         0.082347
1305374400.000,2011-05-14 12:00:00,        -0.159663,         0.114330,         0.097540
1305460800.000,2011-05-15 12:00:00,        -0.158775,         0.113135,         0.085035
1305547200.000,2011-05-16 12:00:00,        -0.158887,         0.112040,         0.087533
1305633600.000,2011-05-17 12:00:00,        -0.161716,         0.113414,         0.089084
1305720000.000,2011-05-18 12:00:00,        -0.161912,         0.112008,         0.090393
1305806400.000,2011-05-19 12:00:00,        -0.159775,         0.111595,         0.083559
1305892800.000,2011-05-20 12:00:00,        -0.158322,         0.114395,         0.098477
1305979200.000,2011-05-21 12:00:00,        -0.154053,         0.115662,         0.066321
1306065600.000,2011-05-22 12:00:00,        -0.156088,         0.113813,         0.082606
1306152000.000,2011-05-23 12:00:00,        -0.158560,         0.111826,         0.100250
1306238400.000,2011-05-24 12:00:00,        -0.160350,         0.115106,         0.075630
1306324800.000,2011-05-25 12:00:00,        -0.154679,         0.117793,         0.078882
1306411200.000,2011-05-26 12:00:00,        -0.154468,         0.116656,         0.078388
