#reqtime=1732320420.931,2024-11-23 00:07:00.931,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=141&dataTypes.0=1257.626851381734&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,UWEV_east,UWEV_north,UWEV_up
1238241600.000,2009-03-28 12:00:00,        -0.016208,         0.027595,        -0.005448
1238328000.000,2009-03-29 12:00:00,        -0.016587,         0.029487,        -0.002279
1238414400.000,2009-03-30 12:00:00,        -0.017335,         0.027395,        -0.006810
1238500800.000,2009-03-31 12:00:00,        -0.015957,         0.027818,        -0.000994
1238587200.000,2009-04-01 12:00:00,        -0.016579,         0.029396,        -0.005483
1238673600.000,2009-04-02 12:00:00,        -0.017054,         0.025301,        -0.006477
1238760000.000,2009-04-03 12:00:00,        -0.016391,         0.028481,        -0.001311
1238846400.000,2009-04-04 12:00:00,        -0.014488,         0.028047,         0.005807
1238932800.000,2009-04-05 12:00:00,        -0.018555,         0.028211,        -0.000322
1239019200.000,2009-04-06 12:00:00,        -0.017442,         0.028215,        -0.013158
1239105600.000,2009-04-07 12:00:00,        -0.018589,         0.026654,        -0.004896
1239192000.000,2009-04-08 12:00:00,        -0.017317,         0.027014,         0.000059
1239278400.000,2009-04-09 12:00:00,        -0.016565,         0.027143,         0.001138
1239364800.000,2009-04-10 12:00:00,        -0.017922,         0.023702,         0.000741
1239451200.000,2009-04-11 12:00:00,        -0.018063,         0.027506,        -0.002696
1239537600.000,2009-04-12 12:00:00,        -0.016305,         0.025440,        -0.002236
1239624000.000,2009-04-13 12:00:00,        -0.016617,         0.025185,        -0.006567
1239710400.000,2009-04-14 12:00:00,        -0.015526,         0.027865,        -0.010543
1239796800.000,2009-04-15 12:00:00,        -0.014010,         0.025787,        -0.002052
1239883200.000,2009-04-16 12:00:00,        -0.017671,         0.026171,         0.001087
1239969600.000,2009-04-17 12:00:00,        -0.014178,         0.024691,         0.004359
1240056000.000,2009-04-18 12:00:00,        -0.017958,         0.023129,        -0.003183
1240142400.000,2009-04-19 12:00:00,        -0.019856,         0.023206,        -0.009810
1240228800.000,2009-04-20 12:00:00,        -0.018115,         0.023977,        -0.004993
1240315200.000,2009-04-21 12:00:00,        -0.013992,         0.026875,         0.006580
1240401600.000,2009-04-22 12:00:00,        -0.015394,         0.025191,         0.005299
1240488000.000,2009-04-23 12:00:00,        -0.015069,         0.017093,         0.002732
1240574400.000,2009-04-24 12:00:00,        -0.016433,         0.023325,         0.001295
1240660800.000,2009-04-25 12:00:00,        -0.017745,         0.022907,         0.011750
1240747200.000,2009-04-26 12:00:00,        -0.015552,         0.023315,        -0.003093
1240833600.000,2009-04-27 12:00:00,        -0.011224,         0.022531,         0.011188
1240920000.000,2009-04-28 12:00:00,        -0.015064,         0.022373,        -0.000169
1241006400.000,2009-04-29 12:00:00,        -0.016398,         0.024746,        -0.002498
1241092800.000,2009-04-30 12:00:00,        -0.018767,         0.024889,        -0.006262
1241179200.000,2009-05-01 12:00:00,        -0.015948,         0.023878,        -0.013731
1241265600.000,2009-05-02 12:00:00,        -0.015930,         0.023610,        -0.002435
1241352000.000,2009-05-03 12:00:00,        -0.015101,         0.025428,        -0.000180
1241438400.000,2009-05-04 12:00:00,        -0.013848,         0.024790,        -0.003339
1241524800.000,2009-05-05 12:00:00,        -0.014833,         0.025509,        -0.004771
1241611200.000,2009-05-06 12:00:00,        -0.013391,         0.023493,        -0.008460
1241697600.000,2009-05-07 12:00:00,        -0.014828,         0.023317,        -0.006210
1241784000.000,2009-05-08 12:00:00,        -0.014721,         0.022636,        -0.005914
1241870400.000,2009-05-09 12:00:00,        -0.014014,         0.022698,        -0.004029
1241956800.000,2009-05-10 12:00:00,        -0.018512,         0.023986,         0.002163
1242043200.000,2009-05-11 12:00:00,        -0.014367,         0.023247,        -0.006223
1242129600.000,2009-05-12 12:00:00,        -0.012791,         0.022923,        -0.007978
1242216000.000,2009-05-13 12:00:00,        -0.014083,         0.023702,        -0.001446
1242302400.000,2009-05-14 12:00:00,        -0.015447,         0.023429,        -0.004924
1242388800.000,2009-05-15 12:00:00,        -0.016068,         0.021309,        -0.003089
1242475200.000,2009-05-16 12:00:00,        -0.012832,         0.022768,        -0.004694
1242561600.000,2009-05-17 12:00:00,        -0.015309,         0.022444,        -0.006392
1242648000.000,2009-05-18 12:00:00,        -0.018256,         0.020675,        -0.005513
1242734400.000,2009-05-19 12:00:00,        -0.016331,         0.022621,        -0.000368
1242907200.000,2009-05-21 12:00:00,        -0.014492,         0.023284,         0.002066
1242993600.000,2009-05-22 12:00:00,        -0.015741,         0.019674,        -0.017047
1243080000.000,2009-05-23 12:00:00,        -0.015528,         0.021387,        -0.010372
1243166400.000,2009-05-24 12:00:00,        -0.013951,         0.018005,        -0.005613
1243252800.000,2009-05-25 12:00:00,        -0.016891,         0.020111,        -0.003092
1243339200.000,2009-05-26 12:00:00,        -0.015908,         0.019421,        -0.010766
1243425600.000,2009-05-27 12:00:00,        -0.017379,         0.021281,        -0.007678
1243512000.000,2009-05-28 12:00:00,        -0.016749,         0.020631,        -0.007635
1243598400.000,2009-05-29 12:00:00,        -0.016060,         0.019421,        -0.005747
1243684800.000,2009-05-30 12:00:00,        -0.010357,         0.018132,         0.000369
1243771200.000,2009-05-31 12:00:00,        -0.010980,         0.016994,        -0.003551
1243857600.000,2009-06-01 12:00:00,        -0.010113,         0.021568,        -0.002940
1243944000.000,2009-06-02 12:00:00,        -0.014613,         0.026328,        -0.009898
1244030400.000,2009-06-03 12:00:00,        -0.017752,         0.024639,        -0.001789
1244116800.000,2009-06-04 12:00:00,        -0.017827,         0.026012,        -0.003674
1244203200.000,2009-06-05 12:00:00,        -0.015820,         0.026866,        -0.007523
1244289600.000,2009-06-06 12:00:00,        -0.016526,         0.027853,        -0.006188
1244376000.000,2009-06-07 12:00:00,        -0.016931,         0.022418,        -0.007346
1244462400.000,2009-06-08 12:00:00,        -0.015139,         0.021707,        -0.017841
1244548800.000,2009-06-09 12:00:00,        -0.014844,         0.021419,        -0.014089
1244635200.000,2009-06-10 12:00:00,        -0.015569,         0.024153,        -0.004273
1244721600.000,2009-06-11 12:00:00,        -0.014994,         0.021458,        -0.004629
1244808000.000,2009-06-12 12:00:00,        -0.015322,         0.023076,        -0.013623
1244894400.000,2009-06-13 12:00:00,        -0.015135,         0.022616,        -0.000143
1244980800.000,2009-06-14 12:00:00,        -0.016225,         0.024547,        -0.009090
1245067200.000,2009-06-15 12:00:00,        -0.015691,         0.021937,        -0.004708
1245153600.000,2009-06-16 12:00:00,        -0.014619,         0.020689,        -0.008593
1245240000.000,2009-06-17 12:00:00,        -0.014330,         0.022263,        -0.005578
1245326400.000,2009-06-18 12:00:00,        -0.014607,         0.022006,        -0.004769
1245412800.000,2009-06-19 12:00:00,        -0.012897,         0.020209,        -0.011466
1245499200.000,2009-06-20 12:00:00,        -0.018431,         0.020722,        -0.013320
1245585600.000,2009-06-21 12:00:00,        -0.008002,         0.020004,        -0.008440
1245672000.000,2009-06-22 12:00:00,        -0.013478,         0.016139,        -0.023356
1245758400.000,2009-06-23 12:00:00,        -0.014445,         0.016027,        -0.020519
1245844800.000,2009-06-24 12:00:00,        -0.011492,         0.022091,        -0.018037
1245931200.000,2009-06-25 12:00:00,        -0.014957,         0.020999,        -0.008617
1246017600.000,2009-06-26 12:00:00,        -0.017681,         0.020817,        -0.015851
1246104000.000,2009-06-27 12:00:00,        -0.014476,         0.019627,        -0.006932
1246190400.000,2009-06-28 12:00:00,        -0.017181,         0.021585,        -0.012949
1246276800.000,2009-06-29 12:00:00,        -0.016101,         0.020230,        -0.024183
1246363200.000,2009-06-30 12:00:00,        -0.012652,         0.017354,        -0.013420
1246449600.000,2009-07-01 12:00:00,        -0.014468,         0.019611,        -0.010907
1246536000.000,2009-07-02 12:00:00,        -0.015904,         0.021320,        -0.006935
1246622400.000,2009-07-03 12:00:00,        -0.016876,         0.022291,        -0.010182
1246708800.000,2009-07-04 12:00:00,        -0.016428,         0.019960,        -0.014298
1246795200.000,2009-07-05 12:00:00,        -0.011507,         0.017746,        -0.010712
1246881600.000,2009-07-06 12:00:00,        -0.009372,         0.014102,        -0.014557
1246968000.000,2009-07-07 12:00:00,        -0.012701,         0.018910,        -0.018625
1247054400.000,2009-07-08 12:00:00,        -0.013100,         0.022202,        -0.014324
1247140800.000,2009-07-09 12:00:00,        -0.013891,         0.017799,         0.002229
1247227200.000,2009-07-10 12:00:00,        -0.013131,         0.018949,        -0.010191
1247313600.000,2009-07-11 12:00:00,        -0.016336,         0.019007,        -0.021864
1247400000.000,2009-07-12 12:00:00,        -0.012210,         0.021482,         0.000599
1247486400.000,2009-07-13 12:00:00,        -0.015511,         0.019948,        -0.009117
1247572800.000,2009-07-14 12:00:00,        -0.016063,         0.019742,        -0.002040
1247659200.000,2009-07-15 12:00:00,        -0.016504,         0.016583,        -0.015139
1247745600.000,2009-07-16 12:00:00,        -0.017369,         0.019729,        -0.008814
1247832000.000,2009-07-17 12:00:00,        -0.014885,         0.018435,        -0.025185
1247918400.000,2009-07-18 12:00:00,        -0.015088,         0.018446,        -0.015694
1248004800.000,2009-07-19 12:00:00,        -0.012361,         0.017311,        -0.013282
1248091200.000,2009-07-20 12:00:00,        -0.011247,         0.013220,        -0.012646
1248177600.000,2009-07-21 12:00:00,        -0.012433,         0.016430,        -0.006953
1248264000.000,2009-07-22 12:00:00,        -0.013455,         0.017263,        -0.001012
1248350400.000,2009-07-23 12:00:00,        -0.017280,         0.019617,         0.017180
1248436800.000,2009-07-24 12:00:00,        -0.012180,         0.016754,         0.001413
1248523200.000,2009-07-25 12:00:00,        -0.014549,         0.019279,        -0.006325
1248609600.000,2009-07-26 12:00:00,        -0.016936,         0.019253,        -0.013170
1248696000.000,2009-07-27 12:00:00,        -0.012346,         0.019555,        -0.009734
1248782400.000,2009-07-28 12:00:00,        -0.013064,         0.020149,        -0.018348
1248868800.000,2009-07-29 12:00:00,        -0.013759,         0.020201,        -0.014016
1248955200.000,2009-07-30 12:00:00,        -0.015507,         0.017764,        -0.011975
1249041600.000,2009-07-31 12:00:00,        -0.011289,         0.017597,        -0.008475
1249128000.000,2009-08-01 12:00:00,        -0.011736,         0.016326,        -0.001116
1249214400.000,2009-08-02 12:00:00,        -0.011649,         0.014200,        -0.013720
1249300800.000,2009-08-03 12:00:00,        -0.010713,         0.018150,        -0.009195
1249387200.000,2009-08-04 12:00:00,        -0.013030,         0.015838,        -0.010300
1249473600.000,2009-08-05 12:00:00,        -0.015202,         0.019865,        -0.011915
1249560000.000,2009-08-06 12:00:00,        -0.011970,         0.019193,        -0.003277
1249646400.000,2009-08-07 12:00:00,        -0.012737,         0.018021,        -0.013537
1249732800.000,2009-08-08 12:00:00,        -0.016055,         0.017069,        -0.025993
1249819200.000,2009-08-09 12:00:00,        -0.014368,         0.018668,        -0.017202
1249905600.000,2009-08-10 12:00:00,        -0.008817,         0.016852,        -0.020563
1249992000.000,2009-08-11 12:00:00,        -0.009953,         0.019726,        -0.012051
1250078400.000,2009-08-12 12:00:00,        -0.011374,         0.015756,        -0.008708
1250164800.000,2009-08-13 12:00:00,        -0.010744,         0.013250,        -0.013049
1250251200.000,2009-08-14 12:00:00,        -0.012420,         0.014259,        -0.017068
1250337600.000,2009-08-15 12:00:00,        -0.009126,         0.014105,        -0.013439
1250424000.000,2009-08-16 12:00:00,        -0.011746,         0.015555,        -0.019120
1250510400.000,2009-08-17 12:00:00,        -0.011347,         0.015282,        -0.016561
1250596800.000,2009-08-18 12:00:00,        -0.013445,         0.017123,        -0.018542
1250683200.000,2009-08-19 12:00:00,        -0.011609,         0.017288,        -0.014103
1250769600.000,2009-08-20 12:00:00,        -0.012992,         0.017644,        -0.004572
1250856000.000,2009-08-21 12:00:00,        -0.010395,         0.015469,        -0.015177
1250942400.000,2009-08-22 12:00:00,        -0.011322,         0.014164,        -0.002826
1251028800.000,2009-08-23 12:00:00,        -0.012218,         0.012850,        -0.013640
1251115200.000,2009-08-24 12:00:00,        -0.015651,         0.015878,        -0.013855
1251201600.000,2009-08-25 12:00:00,        -0.012029,         0.015095,        -0.005238
1251288000.000,2009-08-26 12:00:00,        -0.010953,         0.013038,        -0.020772
1251374400.000,2009-08-27 12:00:00,        -0.013945,         0.014696,        -0.019814
1251460800.000,2009-08-28 12:00:00,        -0.013973,         0.016111,        -0.014123
1251547200.000,2009-08-29 12:00:00,        -0.013128,         0.015672,        -0.021854
1251633600.000,2009-08-30 12:00:00,        -0.008642,         0.015254,        -0.018099
1251720000.000,2009-08-31 12:00:00,        -0.008304,         0.013730,        -0.012175
1251806400.000,2009-09-01 12:00:00,        -0.013811,         0.017936,        -0.022448
1251892800.000,2009-09-02 12:00:00,        -0.008350,         0.014673,        -0.030021
1251979200.000,2009-09-03 12:00:00,        -0.012538,         0.021937,        -0.020834
1252065600.000,2009-09-04 12:00:00,        -0.011316,         0.019318,        -0.019609
1252152000.000,2009-09-05 12:00:00,        -0.014835,         0.016006,        -0.019333
1252238400.000,2009-09-06 12:00:00,        -0.018619,         0.018587,        -0.014651
1252324800.000,2009-09-07 12:00:00,        -0.011784,         0.017947,        -0.020957
1252411200.000,2009-09-08 12:00:00,        -0.009735,         0.013398,        -0.011152
1252497600.000,2009-09-09 12:00:00,        -0.011799,         0.015808,        -0.015099
1252584000.000,2009-09-10 12:00:00,        -0.013933,         0.015889,        -0.012503
1252670400.000,2009-09-11 12:00:00,        -0.012680,         0.015498,        -0.010717
1252756800.000,2009-09-12 12:00:00,        -0.013608,         0.012535,        -0.021459
1252843200.000,2009-09-13 12:00:00,        -0.014298,         0.019619,        -0.007180
1252929600.000,2009-09-14 12:00:00,        -0.015800,         0.018959,        -0.004711
1253016000.000,2009-09-15 12:00:00,        -0.013842,         0.017553,        -0.003531
1253102400.000,2009-09-16 12:00:00,        -0.015580,         0.017634,        -0.029067
1253188800.000,2009-09-17 12:00:00,        -0.018981,         0.014327,        -0.009822
1253275200.000,2009-09-18 12:00:00,        -0.014578,         0.013835,        -0.014900
1253361600.000,2009-09-19 12:00:00,        -0.011513,         0.016618,        -0.012952
1253448000.000,2009-09-20 12:00:00,        -0.008549,         0.014313,        -0.019624
1253534400.000,2009-09-21 12:00:00,        -0.013202,         0.018034,        -0.009423
1253620800.000,2009-09-22 12:00:00,        -0.011349,         0.015048,        -0.008296
1253707200.000,2009-09-23 12:00:00,        -0.009031,         0.017626,         0.004289
1253793600.000,2009-09-24 12:00:00,        -0.010212,         0.012884,        -0.008042
1253880000.000,2009-09-25 12:00:00,        -0.008925,         0.012653,        -0.006649
1253966400.000,2009-09-26 12:00:00,        -0.011114,         0.011409,        -0.007828
1254052800.000,2009-09-27 12:00:00,        -0.006123,         0.010710,        -0.015448
1254139200.000,2009-09-28 12:00:00,        -0.009969,         0.007185,        -0.024809
1254225600.000,2009-09-29 12:00:00,        -0.013422,         0.010227,        -0.018169
1254312000.000,2009-09-30 12:00:00,        -0.014630,         0.012639,        -0.019433
1254398400.000,2009-10-01 12:00:00,        -0.014302,         0.016101,        -0.021604
1254484800.000,2009-10-02 12:00:00,        -0.009706,         0.015265,        -0.013451
1254571200.000,2009-10-03 12:00:00,        -0.010274,         0.015728,        -0.006750
1254657600.000,2009-10-04 12:00:00,        -0.012741,         0.015299,         0.002242
1254744000.000,2009-10-05 12:00:00,        -0.012080,         0.014923,        -0.003634
1254830400.000,2009-10-06 12:00:00,        -0.011468,         0.011438,        -0.007700
1254916800.000,2009-10-07 12:00:00,        -0.012592,         0.014136,         0.008589
1255003200.000,2009-10-08 12:00:00,        -0.011004,         0.011323,        -0.010290
1255089600.000,2009-10-09 12:00:00,        -0.011496,         0.015007,        -0.019324
1255176000.000,2009-10-10 12:00:00,        -0.012256,         0.013147,        -0.015697
1255262400.000,2009-10-11 12:00:00,        -0.011402,         0.014608,        -0.006100
1255348800.000,2009-10-12 12:00:00,        -0.012110,         0.013387,         0.001019
1255435200.000,2009-10-13 12:00:00,        -0.013055,         0.012823,        -0.001825
1255521600.000,2009-10-14 12:00:00,        -0.009814,         0.013693,        -0.006823
1255608000.000,2009-10-15 12:00:00,        -0.013384,         0.013922,         0.000676
1255694400.000,2009-10-16 12:00:00,        -0.008784,         0.013209,        -0.018379
1255780800.000,2009-10-17 12:00:00,        -0.013777,         0.012296,        -0.018672
1255867200.000,2009-10-18 12:00:00,        -0.008512,         0.012395,        -0.019007
1255953600.000,2009-10-19 12:00:00,        -0.014625,         0.014351,        -0.004548
1256040000.000,2009-10-20 12:00:00,        -0.011378,         0.012925,        -0.005621
1256126400.000,2009-10-21 12:00:00,        -0.012705,         0.013710,        -0.005997
1256212800.000,2009-10-22 12:00:00,        -0.014034,         0.012627,        -0.013080
1256299200.000,2009-10-23 12:00:00,        -0.009413,         0.011863,        -0.001267
1256385600.000,2009-10-24 12:00:00,        -0.014881,         0.014197,        -0.009452
1256472000.000,2009-10-25 12:00:00,        -0.013293,         0.009024,        -0.006074
1256558400.000,2009-10-26 12:00:00,        -0.009474,         0.010989,         0.002049
1256644800.000,2009-10-27 12:00:00,        -0.011510,         0.011323,        -0.011359
1256731200.000,2009-10-28 12:00:00,        -0.009376,         0.010940,        -0.006870
1256817600.000,2009-10-29 12:00:00,        -0.010579,         0.011499,        -0.011661
1256904000.000,2009-10-30 12:00:00,        -0.010580,         0.012770,        -0.016179
1256990400.000,2009-10-31 12:00:00,        -0.010142,         0.013188,        -0.014606
1257163200.000,2009-11-02 12:00:00,        -0.011041,         0.010946,        -0.013457
1257249600.000,2009-11-03 12:00:00,        -0.011723,         0.010910,        -0.006250
1257336000.000,2009-11-04 12:00:00,        -0.009591,         0.010273,        -0.022224
1257422400.000,2009-11-05 12:00:00,        -0.010441,         0.011906,        -0.007552
1257508800.000,2009-11-06 12:00:00,        -0.012210,         0.010063,        -0.018113
1257595200.000,2009-11-07 12:00:00,        -0.010945,         0.008821,        -0.016546
1257681600.000,2009-11-08 12:00:00,        -0.009876,         0.010248,        -0.015980
1257768000.000,2009-11-09 12:00:00,        -0.010026,         0.011467,        -0.008665
1257854400.000,2009-11-10 12:00:00,        -0.009688,         0.008816,         0.003699
1257940800.000,2009-11-11 12:00:00,        -0.009474,         0.006338,         0.011942
1258027200.000,2009-11-12 12:00:00,        -0.011445,         0.009066,        -0.009152
1258113600.000,2009-11-13 12:00:00,        -0.011620,         0.005591,        -0.000697
1258200000.000,2009-11-14 12:00:00,        -0.008733,         0.010174,        -0.003874
1258286400.000,2009-11-15 12:00:00,        -0.006507,         0.008314,        -0.011843
1258372800.000,2009-11-16 12:00:00,        -0.008680,         0.009796,        -0.016627
1258459200.000,2009-11-17 12:00:00,        -0.006653,         0.009659,        -0.016646
1258545600.000,2009-11-18 12:00:00,        -0.010598,         0.011574,        -0.029556
1258632000.000,2009-11-19 12:00:00,        -0.008733,         0.010385,        -0.014006
1258718400.000,2009-11-20 12:00:00,        -0.005592,         0.010780,        -0.010063
1258804800.000,2009-11-21 12:00:00,        -0.008064,         0.006903,        -0.013587
1258891200.000,2009-11-22 12:00:00,        -0.011344,         0.009624,        -0.019912
1258977600.000,2009-11-23 12:00:00,        -0.009699,         0.009241,        -0.024352
1259064000.000,2009-11-24 12:00:00,        -0.008422,         0.005995,        -0.015846
1259150400.000,2009-11-25 12:00:00,        -0.007257,         0.007519,        -0.013230
1259236800.000,2009-11-26 12:00:00,        -0.009054,         0.006776,        -0.025288
1259323200.000,2009-11-27 12:00:00,        -0.013248,         0.005748,        -0.008216
1259409600.000,2009-11-28 12:00:00,        -0.011913,         0.009992,        -0.031698
1259496000.000,2009-11-29 12:00:00,        -0.005875,         0.006955,        -0.007493
1259582400.000,2009-11-30 12:00:00,        -0.008107,         0.009642,        -0.019986
1259668800.000,2009-12-01 12:00:00,        -0.010907,         0.010955,        -0.005548
1259755200.000,2009-12-02 12:00:00,        -0.010209,         0.010579,        -0.015771
1259841600.000,2009-12-03 12:00:00,        -0.011632,         0.007372,        -0.011707
1259928000.000,2009-12-04 12:00:00,        -0.012792,         0.007162,        -0.023704
1260014400.000,2009-12-05 12:00:00,        -0.011488,         0.010889,         0.001874
1260100800.000,2009-12-06 12:00:00,        -0.011220,         0.007876,        -0.017374
1260187200.000,2009-12-07 12:00:00,        -0.008044,         0.009152,        -0.002488
1260273600.000,2009-12-08 12:00:00,        -0.005241,         0.006705,        -0.016736
1260360000.000,2009-12-09 12:00:00,        -0.007802,         0.008771,        -0.015768
1260446400.000,2009-12-10 12:00:00,        -0.008989,         0.007117,        -0.016656
1260532800.000,2009-12-11 12:00:00,        -0.009609,         0.005048,        -0.022759
1260619200.000,2009-12-12 12:00:00,        -0.010984,         0.006767,        -0.015741
1260705600.000,2009-12-13 12:00:00,        -0.009613,         0.008154,        -0.016829
1260792000.000,2009-12-14 12:00:00,        -0.009713,         0.005320,        -0.004056
1260878400.000,2009-12-15 12:00:00,        -0.009067,         0.008417,        -0.009813
1260964800.000,2009-12-16 12:00:00,        -0.008483,         0.007361,        -0.010965
1261051200.000,2009-12-17 12:00:00,        -0.011369,         0.007382,        -0.022497
1261137600.000,2009-12-18 12:00:00,        -0.011128,         0.008736,        -0.012830
1261224000.000,2009-12-19 12:00:00,        -0.009864,         0.006469,        -0.032043
1261310400.000,2009-12-20 12:00:00,        -0.008346,         0.006081,         0.000946
1261396800.000,2009-12-21 12:00:00,        -0.007320,         0.005486,        -0.017290
1261483200.000,2009-12-22 12:00:00,        -0.007981,         0.007614,        -0.009317
1261569600.000,2009-12-23 12:00:00,        -0.009408,         0.007117,        -0.009303
1261656000.000,2009-12-24 12:00:00,        -0.010650,         0.008252,        -0.008279
1261742400.000,2009-12-25 12:00:00,        -0.010645,         0.010568,        -0.011585
1261828800.000,2009-12-26 12:00:00,        -0.012325,         0.010452,         0.001641
1261915200.000,2009-12-27 12:00:00,        -0.011409,         0.012528,        -0.005650
1262001600.000,2009-12-28 12:00:00,        -0.011898,         0.012664,        -0.002347
1262088000.000,2009-12-29 12:00:00,        -0.010958,         0.007639,        -0.008900
1262174400.000,2009-12-30 12:00:00,        -0.009722,         0.006271,        -0.015536
1262347200.000,2010-01-01 12:00:00,        -0.008719,         0.004099,        -0.007550
1262433600.000,2010-01-02 12:00:00,        -0.008357,         0.004433,        -0.010561
1262520000.000,2010-01-03 12:00:00,        -0.007782,         0.003144,        -0.004207
1262606400.000,2010-01-04 12:00:00,        -0.009523,         0.008186,        -0.009607
1262692800.000,2010-01-05 12:00:00,        -0.010772,         0.007841,        -0.006209
1262779200.000,2010-01-06 12:00:00,        -0.013355,         0.010672,        -0.008306
1262865600.000,2010-01-07 12:00:00,        -0.014373,         0.011897,        -0.007797
1262952000.000,2010-01-08 12:00:00,        -0.015477,         0.014327,        -0.012164
1263038400.000,2010-01-09 12:00:00,        -0.013315,         0.009903,        -0.010026
1263124800.000,2010-01-10 12:00:00,        -0.009697,         0.005118,        -0.020568
1263211200.000,2010-01-11 12:00:00,        -0.007886,         0.007984,        -0.008910
1263297600.000,2010-01-12 12:00:00,        -0.006117,         0.005956,        -0.007584
1263384000.000,2010-01-13 12:00:00,        -0.010895,         0.005262,        -0.010167
1263470400.000,2010-01-14 12:00:00,        -0.017094,         0.013951,        -0.010072
1263556800.000,2010-01-15 12:00:00,        -0.018244,         0.015111,        -0.006819
1263643200.000,2010-01-16 12:00:00,        -0.018321,         0.016335,        -0.009766
1263729600.000,2010-01-17 12:00:00,        -0.018362,         0.015126,        -0.006776
1263816000.000,2010-01-18 12:00:00,        -0.017670,         0.015013,        -0.008514
1263902400.000,2010-01-19 12:00:00,        -0.016889,         0.013159,        -0.006339
1263988800.000,2010-01-20 12:00:00,        -0.011232,         0.008156,        -0.012317
1264075200.000,2010-01-21 12:00:00,        -0.009964,         0.005735,        -0.011794
1264161600.000,2010-01-22 12:00:00,        -0.009105,         0.005869,        -0.015147
1264248000.000,2010-01-23 12:00:00,        -0.011544,         0.005073,        -0.012067
1264334400.000,2010-01-24 12:00:00,        -0.010876,         0.010364,        -0.003092
1264420800.000,2010-01-25 12:00:00,        -0.013911,         0.009251,        -0.008971
1264507200.000,2010-01-26 12:00:00,        -0.012459,         0.008126,        -0.012187
1264593600.000,2010-01-27 12:00:00,        -0.011665,         0.008385,        -0.020217
1264680000.000,2010-01-28 12:00:00,        -0.011329,         0.006685,        -0.022707
1264766400.000,2010-01-29 12:00:00,        -0.009237,         0.003175,        -0.018725
1264852800.000,2010-01-30 12:00:00,        -0.007040,         0.003563,        -0.003600
1264939200.000,2010-01-31 12:00:00,        -0.008425,         0.007192,        -0.007861
1265025600.000,2010-02-01 12:00:00,        -0.012385,         0.008555,        -0.004613
1265112000.000,2010-02-02 12:00:00,        -0.011969,         0.008369,        -0.016571
1265198400.000,2010-02-03 12:00:00,        -0.010053,         0.003533,        -0.007483
1265284800.000,2010-02-04 12:00:00,        -0.008133,         0.002472,        -0.002147
1265371200.000,2010-02-05 12:00:00,        -0.004638,         0.001388,        -0.009262
1265457600.000,2010-02-06 12:00:00,        -0.006717,         0.000176,        -0.010904
1265544000.000,2010-02-07 12:00:00,        -0.011069,         0.003911,        -0.003837
1265630400.000,2010-02-08 12:00:00,        -0.010242,         0.007210,        -0.005999
1265716800.000,2010-02-09 12:00:00,        -0.009879,         0.005484,        -0.012934
1265803200.000,2010-02-10 12:00:00,        -0.012881,         0.004940,        -0.007058
1265889600.000,2010-02-11 12:00:00,        -0.007257,         0.000800,        -0.013666
1265976000.000,2010-02-12 12:00:00,        -0.006258,         0.003838,        -0.010672
1266062400.000,2010-02-13 12:00:00,        -0.005859,         0.001802,        -0.009324
1266148800.000,2010-02-14 12:00:00,        -0.008097,         0.004065,        -0.019673
1266235200.000,2010-02-15 12:00:00,        -0.011511,         0.007724,        -0.022054
1266321600.000,2010-02-16 12:00:00,        -0.010315,         0.005692,        -0.010032
1266408000.000,2010-02-17 12:00:00,        -0.010559,         0.002831,        -0.005873
1266494400.000,2010-02-18 12:00:00,        -0.008108,         0.001153,        -0.003164
1266580800.000,2010-02-19 12:00:00,        -0.005720,        -0.000143,        -0.004707
1266667200.000,2010-02-20 12:00:00,        -0.006980,         0.002082,        -0.015783
1266753600.000,2010-02-21 12:00:00,        -0.010336,         0.006212,        -0.007178
1266840000.000,2010-02-22 12:00:00,        -0.012483,         0.007426,        -0.015085
1266926400.000,2010-02-23 12:00:00,        -0.012154,         0.005464,         0.002332
1267012800.000,2010-02-24 12:00:00,        -0.010920,         0.007585,        -0.008558
1267099200.000,2010-02-25 12:00:00,        -0.013011,         0.007327,        -0.012277
1267185600.000,2010-02-26 12:00:00,        -0.010854,         0.005855,         0.000201
1267272000.000,2010-02-27 12:00:00,        -0.008139,         0.004209,        -0.011298
